"time","CR","HM","HT"
"09/02/2025 08:25:39","893","23.4","31.9"
"09/02/2025 08:30:38","905","23.1","32.1"
"09/02/2025 08:35:38","915","22.9","32.4"
"09/02/2025 08:40:37","914","22.8","32.5"
"09/02/2025 08:45:38","905","22.8","32.6"
"09/02/2025 08:50:38","920","22.7","32.6"
"09/02/2025 08:55:37","912","22.7","32.6"
"09/02/2025 09:00:37","921","22.6","32.7"
"09/02/2025 09:05:36","903","22.6","32.8"
"09/02/2025 09:10:36","904","22.6","32.7"
"09/02/2025 09:15:37","926","22.7","32.7"
"09/02/2025 09:20:15","900","22.7","32.6"
"09/02/2025 09:25:15","900","22.7","32.6"
"09/02/2025 09:30:14","894","22.7","32.7"
"09/02/2025 09:35:14","896","22.8","32.6"
"09/02/2025 09:40:14","895","22.8","32.5"
"09/02/2025 09:45:14","924","23","32.3"
"09/02/2025 09:49:58","913","23","32.3"
"09/02/2025 09:54:58","917","22.9","32.3"
"09/02/2025 09:59:57","916","22.9","32.3"
"09/02/2025 10:04:57","921","23.1","32.1"
"09/02/2025 10:06:12","894","23.1","32.1"
"09/02/2025 10:11:12","902","23.1","32.2"
"09/02/2025 10:16:11","915","23","32.2"
"09/02/2025 10:21:12","917","23.1","32.1"
"09/02/2025 10:26:11","923","23","32.2"
"09/02/2025 10:31:11","931","23.1","32.1"
"09/02/2025 10:36:10","918","23","32.1"
"09/02/2025 10:41:10","926","22.7","32.4"
"09/02/2025 10:46:09","925","22.5","32.6"
"09/02/2025 10:51:09","912","22.4","32.6"
"09/02/2025 10:56:09","901","22.3","32.7"
"09/02/2025 11:01:08","919","22.4","32.5"
"09/02/2025 11:04:54","903","22.4","32.5"
"09/02/2025 11:06:08","908","22.4","32.5"
"09/02/2025 11:11:09","912","22.4","32.5"
"09/02/2025 11:16:07","907","22.3","32.5"
"09/02/2025 11:21:08","903","22.3","32.5"
"09/02/2025 11:26:07","923","22.3","32.5"
"09/02/2025 11:31:07","899","22.2","32.7"
"09/02/2025 11:36:06","907","22.1","32.7"
"09/02/2025 11:41:07","912","22.1","32.6"
"09/02/2025 11:46:06","911","22.2","32.5"
"09/02/2025 11:51:05","910","22","32.7"
"09/02/2025 11:56:05","914","22","32.8"
"09/02/2025 12:01:07","924","21.7","32.9"
"09/02/2025 12:04:51","915","21.7","32.9"
"09/02/2025 12:06:06","918","21.6","32.9"
"09/02/2025 12:11:06","902","21.4","32.9"
"09/02/2025 12:16:05","919","21.4","33"
"09/02/2025 12:21:05","907","21.4","32.9"
"09/02/2025 12:26:04","907","21.3","33"
"09/02/2025 12:31:05","893","21.2","32.9"
"09/02/2025 12:36:05","890","21.2","33"
"09/02/2025 12:41:05","894","21.2","33"
"09/02/2025 12:46:05","895","21.2","33"
"09/02/2025 12:51:05","892","21.2","33"
"09/02/2025 12:56:06","903","21.2","33"
"09/02/2025 13:01:06","892","21.1","33"
"09/02/2025 13:04:50","896","21.1","33"
"09/02/2025 13:06:05","907","21","33"
"09/02/2025 13:11:04","904","21","33"
"09/02/2025 13:16:05","894","21.1","33"
"09/02/2025 13:21:03","906","21.1","32.9"
"09/02/2025 13:26:03","904","21.1","32.9"
"09/02/2025 13:31:04","887","21.1","32.9"
"09/02/2025 13:36:04","894","21.2","32.9"
"09/02/2025 13:41:03","902","21.2","32.9"
"09/02/2025 13:46:04","895","21.2","32.9"
"09/02/2025 13:51:04","893","21.1","33"
"09/02/2025 13:56:05","906","21.2","32.9"
"09/02/2025 14:01:04","908","21.2","33"
"09/02/2025 14:04:49","894","21.3","32.9"
"09/02/2025 14:06:04","896","21.3","32.9"
"09/02/2025 14:11:05","903","21.3","32.8"
"09/02/2025 14:16:06","896","21.5","32.8"
"09/02/2025 14:21:05","901","21.5","32.7"
"09/02/2025 14:26:04","891","21.5","32.8"
"09/02/2025 14:31:03","897","21.3","32.9"
"09/02/2025 14:36:04","885","21.2","33"
"09/02/2025 14:41:04","901","21.3","32.9"
"09/02/2025 14:46:04","892","21.4","32.8"
"09/02/2025 14:51:04","906","21.4","32.9"
"09/02/2025 14:56:03","886","21.4","32.9"
"09/02/2025 15:01:03","900","21.5","32.7"
"09/02/2025 15:04:48","898","21.5","32.8"
"09/02/2025 15:06:04","901","21.5","32.8"
"09/02/2025 15:11:03","915","21.4","32.8"
"09/02/2025 15:16:04","900","21.5","32.8"
"09/02/2025 15:21:03","898","21.6","32.7"
"09/02/2025 15:26:03","895","21.7","32.6"
"09/02/2025 15:31:03","908","21.8","32.6"
"09/02/2025 15:36:02","879","21.8","32.5"
"09/02/2025 15:41:02","914","21.8","32.5"
"09/02/2025 15:46:02","877","21.9","32.5"
"09/02/2025 15:51:04","897","22","32.5"
"09/02/2025 15:56:03","904","22.1","32.4"
"09/02/2025 16:01:05","902","22.2","32.3"
"09/02/2025 16:04:48","905","22.2","32.3"
"09/02/2025 16:06:04","898","22.1","32.3"
"09/02/2025 16:11:04","912","22.3","32.2"
"09/02/2025 16:16:05","897","22.4","32.1"
"09/02/2025 16:21:03","909","22.5","32"
"09/02/2025 16:26:04","915","22.6","31.9"
"09/02/2025 16:31:05","900","22.8","31.8"
"09/02/2025 16:36:04","896","22.7","31.8"
"09/02/2025 16:41:04","891","22.8","31.7"
"09/02/2025 16:46:04","895","22.9","31.7"
"09/02/2025 16:51:03","899","22.9","31.7"
"09/02/2025 16:56:03","906","23","31.7"
"09/02/2025 17:01:03","908","23","31.7"
"09/02/2025 17:04:48","888","23","31.7"
"09/02/2025 17:06:03","898","23","31.7"
"09/02/2025 17:11:03","892","23","31.7"
"09/02/2025 17:16:04","887","23","31.7"
"09/02/2025 17:21:04","885","23.1","31.7"
"09/02/2025 17:26:03","884","23","31.6"
"09/02/2025 17:31:04","885","23.1","31.7"
"09/02/2025 17:36:04","890","23.2","31.6"
"09/02/2025 17:41:03","890","23.1","31.6"
"09/02/2025 17:46:03","902","23.2","31.6"
"09/02/2025 17:51:03","882","23.2","31.6"
"09/02/2025 17:56:03","885","23.2","31.6"
"09/02/2025 18:01:02","887","23.2","31.6"
"09/02/2025 18:04:46","892","23.3","31.5"
"09/02/2025 18:06:02","884","23.3","31.6"
"09/02/2025 18:11:01","883","23.2","31.6"
"09/02/2025 18:16:02","883","23.2","31.6"
"09/02/2025 18:21:04","874","23.2","31.7"
"09/02/2025 18:26:03","883","23.2","31.6"
"09/02/2025 18:31:04","875","23.3","31.6"
"09/02/2025 18:36:04","873","23.3","31.6"
"09/02/2025 18:41:03","882","23.4","31.5"
"09/02/2025 18:46:04","876","23.4","31.5"
"09/02/2025 18:51:03","872","23.4","31.5"
"09/02/2025 18:56:04","877","23.4","31.5"
"09/02/2025 19:01:04","880","23.4","31.6"
"09/02/2025 19:04:25","879","23.4","31.5"
"09/02/2025 19:05:41","888","23.5","31.5"
"09/02/2025 19:10:41","885","23.5","31.5"
"09/02/2025 19:15:40","884","23.5","31.5"
"09/02/2025 19:20:40","875","23.5","31.5"
"09/02/2025 19:25:40","876","23.5","31.5"
"09/02/2025 19:30:40","872","23.5","31.5"
"09/02/2025 19:35:40","879","23.6","31.4"
"09/02/2025 19:40:40","888","23.7","31.4"
"09/02/2025 19:45:39","879","23.7","31.4"
"09/02/2025 19:50:39","881","23.8","31.3"
"09/02/2025 19:55:40","877","23.7","31.3"
"09/02/2025 20:00:39","880","23.7","31.4"
"09/02/2025 20:05:39","885","23.7","31.4"
"09/02/2025 20:10:39","876","23.7","31.4"
"09/02/2025 20:15:39","883","23.7","31.4"
"09/02/2025 20:20:39","878","23.8","31.3"
"09/02/2025 20:25:39","900","23.8","31.4"
"09/02/2025 20:30:39","877","23.7","31.4"
"09/02/2025 20:35:39","879","23.7","31.4"
"09/02/2025 20:40:38","886","23.7","31.3"
"09/02/2025 20:45:38","881","23.8","31.3"
"09/02/2025 20:50:38","883","23.7","31.4"
"09/02/2025 20:55:38","882","23.7","31.3"
"09/02/2025 21:00:39","881","23.8","31.3"
"09/02/2025 21:05:37","889","23.8","31.3"
"09/02/2025 21:10:37","887","23.9","31.2"
"09/02/2025 21:15:37","880","23.8","31.3"
"09/02/2025 21:20:37","881","23.8","31.3"
"09/02/2025 21:25:37","893","23.8","31.3"
"09/02/2025 21:30:37","880","23.7","31.3"
"09/02/2025 21:35:36","887","23.8","31.3"
"09/02/2025 21:40:36","883","23.7","31.4"
"09/02/2025 21:45:36","888","23.6","31.4"
"09/02/2025 21:50:36","894","23.6","31.4"
"09/02/2025 21:55:37","888","23.6","31.4"
"09/02/2025 22:00:36","886","23.5","31.4"
"09/02/2025 22:05:35","909","23.6","31.3"
"09/02/2025 22:10:35","887","23.6","31.4"
"09/02/2025 22:15:36","888","23.5","31.4"
"09/02/2025 22:20:36","879","23.5","31.4"
"09/02/2025 22:25:36","895","23.4","31.4"
"09/02/2025 22:30:36","895","23.4","31.4"
"09/02/2025 22:35:37","888","23.5","31.3"
"09/02/2025 22:40:37","894","23.5","31.3"
"09/02/2025 22:45:36","892","23.5","31.3"
"09/02/2025 22:50:36","878","23.5","31.4"
"09/02/2025 22:55:36","890","23.4","31.3"
"09/02/2025 23:00:35","891","23.4","31.3"
"09/02/2025 23:05:35","896","23.4","31.3"
"09/02/2025 23:10:35","884","23.5","31.3"
"09/02/2025 23:15:35","889","23.5","31.2"
"09/02/2025 23:20:35","893","23.5","31.2"
"09/02/2025 23:25:34","892","23.5","31.2"
"09/02/2025 23:30:35","894","23.5","31.2"
"09/02/2025 23:35:36","885","23.4","31.2"
"09/02/2025 23:40:36","892","23.5","31.2"
"09/02/2025 23:45:36","896","23.5","31.2"
"09/02/2025 23:50:36","885","23.5","31.2"
"09/02/2025 23:55:36","897","23.4","31.2"
"10/02/2025 00:00:36","889","23.4","31.2"
"10/02/2025 00:05:36","897","23.4","31.2"
"10/02/2025 00:10:36","910","23.4","31.2"
"10/02/2025 00:15:36","894","23.4","31.1"
"10/02/2025 00:20:36","888","23.4","31.1"
"10/02/2025 00:25:35","893","23.4","31.1"
"10/02/2025 00:30:35","899","23.4","31.1"
"10/02/2025 00:35:35","894","23.4","31.1"
"10/02/2025 00:40:36","902","23.4","31.1"
"10/02/2025 00:45:35","903","23.4","31.1"
"10/02/2025 00:50:35","891","23.4","31.1"
"10/02/2025 00:55:35","907","23.3","31.1"
"10/02/2025 01:00:34","896","23.3","31.1"
"10/02/2025 01:05:34","897","23.3","31.2"
"10/02/2025 01:10:34","908","23.3","31.1"
"10/02/2025 01:15:34","894","23.3","31.2"
"10/02/2025 01:20:34","902","23.3","31.1"
"10/02/2025 01:25:34","908","23.3","31.1"
"10/02/2025 01:35:33","905","23.2","31.1"
"10/02/2025 01:40:34","906","23.2","31.1"
"10/02/2025 01:45:33","902","23.2","31.2"
"10/02/2025 01:50:33","912","23.2","31.1"
"10/02/2025 01:55:34","902","23.2","31.2"
"10/02/2025 02:00:34","898","23.1","31.2"
"10/02/2025 02:05:35","900","23.1","31.1"
"10/02/2025 02:10:34","901","23.1","31.1"
"10/02/2025 02:15:34","908","23.1","31.2"
"10/02/2025 02:20:35","897","23.1","31.2"
"10/02/2025 02:25:35","896","23.1","31.2"
"10/02/2025 02:30:35","898","23","31.2"
"10/02/2025 02:35:35","895","23.1","31.1"
"10/02/2025 02:40:33","898","23.1","31.1"
"10/02/2025 02:45:33","907","23.1","31.1"
"10/02/2025 02:50:33","911","23.1","31.1"
"10/02/2025 02:55:33","907","23.1","31.1"
"10/02/2025 03:00:33","908","23.1","31.1"
"10/02/2025 03:05:34","893","23.1","31.1"
"10/02/2025 03:10:33","897","23.1","31.1"
"10/02/2025 03:15:34","903","23","31.1"
"10/02/2025 03:20:34","907","23.1","31.1"
"10/02/2025 03:25:34","904","23.1","31.1"
"10/02/2025 03:30:35","909","23","31.1"
"10/02/2025 03:35:35","899","22.9","31.2"
"10/02/2025 03:40:34","919","23","31.1"
"10/02/2025 03:45:34","902","23","31.1"
"10/02/2025 03:50:35","911","23","31.1"
"10/02/2025 03:55:35","899","23","31.1"
"10/02/2025 04:00:35","909","22.9","31.1"
"10/02/2025 04:05:34","898","22.9","31.1"
"10/02/2025 04:10:33","901","22.9","31.1"
"10/02/2025 04:15:33","912","23","31.1"
"10/02/2025 04:20:33","907","23","31.1"
"10/02/2025 04:25:33","898","23","31"
"10/02/2025 04:30:33","905","23.1","30.9"
"10/02/2025 04:35:33","896","23","31"
"10/02/2025 04:40:33","899","23","31"
"10/02/2025 04:45:33","903","23","31"
"10/02/2025 04:50:32","910","23","31"
"10/02/2025 04:55:32","905","23","31"
"10/02/2025 05:00:31","904","22.9","31"
"10/02/2025 05:05:31","905","23","31"
"10/02/2025 05:10:32","899","22.9","31"
"10/02/2025 05:15:32","907","23","31"
"10/02/2025 05:20:33","899","22.9","31"
"10/02/2025 05:25:32","911","22.9","31"
"10/02/2025 05:30:32","907","23","31"
"10/02/2025 05:35:32","898","23","30.9"
"10/02/2025 05:40:32","902","22.9","31"
"10/02/2025 05:45:33","904","23","31"
"10/02/2025 05:50:32","898","22.9","31"
"10/02/2025 05:55:32","906","23","30.9"
"10/02/2025 06:00:32","910","23","30.9"
"10/02/2025 06:05:32","891","23","30.9"
"10/02/2025 06:10:32","896","23","30.9"
"10/02/2025 06:15:31","897","23","30.9"
"10/02/2025 06:20:31","899","23","30.9"
"10/02/2025 06:25:31","893","23.1","30.8"
"10/02/2025 06:30:31","893","23","30.9"
"10/02/2025 06:35:31","894","23.1","30.9"
"10/02/2025 06:40:31","893","23.1","30.9"
"10/02/2025 06:45:30","905","23.2","31"
"10/02/2025 06:50:31","904","23.3","31"
"10/02/2025 06:55:32","902","23.4","31"
"10/02/2025 07:00:30","887","23.4","31.1"
"10/02/2025 07:05:31","901","23.4","31"
"10/02/2025 07:10:29","898","23.3","31"
"10/02/2025 07:15:30","909","23.4","31.1"
"10/02/2025 07:20:30","906","23.2","31.3"
"10/02/2025 07:25:30","893","23.2","31.4"
"10/02/2025 07:30:29","912","23.2","31.4"
"10/02/2025 07:35:28","912","23.2","31.4"
"10/02/2025 07:40:28","918","23.2","31.5"
"10/02/2025 07:45:28","916","23.1","31.5"
"10/02/2025 07:50:29","902","23.1","31.6"
"10/02/2025 07:55:29","908","23.1","31.6"
"10/02/2025 08:00:30","913","23.1","31.6"
"10/02/2025 08:05:06","917","23.3","31.5"
"10/02/2025 08:09:51","909","23.3","31.5"
"10/02/2025 08:14:50","920","23.2","31.6"
"10/02/2025 08:19:51","892","23.1","31.6"
"10/02/2025 08:24:50","915","23","31.7"
"10/02/2025 08:44:49","919","22.7","32"
"10/02/2025 09:04:49","901","23.1","31.8"
"10/02/2025 09:06:05","894","23.1","31.7"
"10/02/2025 09:11:05","912","23.4","31.6"
"10/02/2025 09:16:05","897","23.6","31.5"
"10/02/2025 09:21:05","917","23.7","31.3"
"10/02/2025 09:26:05","896","23.6","31.5"
"10/02/2025 09:31:05","892","23.8","31.5"
"10/02/2025 09:36:04","921","23.8","31.4"
"10/02/2025 09:41:04","879","23.7","31.5"
"10/02/2025 09:46:05","914","23.8","31.5"
"10/02/2025 09:51:04","935","23.7","31.7"
"10/02/2025 09:56:04","917","28.3","27.6"
"10/02/2025 10:01:04","819","35.2","22.7"
"10/02/2025 10:04:49","828","38.4","21.1"
"10/02/2025 10:06:05","822","38.9","20.9"
"10/02/2025 10:11:05","833","41.2","20.3"
"10/02/2025 10:16:05","818","42.2","20.1"
"10/02/2025 10:21:04","837","42.8","20"
"10/02/2025 10:26:04","828","43.6","19.9"
"10/02/2025 10:31:04","822","43.8","19.9"
"10/02/2025 10:36:04","819","44.1","19.9"
"10/02/2025 10:41:03","815","44.5","19.8"
"10/02/2025 10:46:04","809","44.6","19.8"
"10/02/2025 10:51:04","819","44.9","19.8"
"10/02/2025 10:56:03","817","45.2","19.8"
"10/02/2025 11:01:04","817","45.4","19.8"
"10/02/2025 11:04:48","814","45.5","19.8"
"10/02/2025 11:06:03","822","45.5","19.8"
"10/02/2025 11:11:03","820","45.7","19.8"
"10/02/2025 11:16:02","826","46.5","20.7"
"10/02/2025 11:21:02","829","36.6","25.4"
"10/02/2025 11:26:01","905","32.9","27.5"
"10/02/2025 11:31:02","912","30.4","28.8"
"10/02/2025 11:36:01","907","29","29.6"
"10/02/2025 11:41:02","905","28.1","30.1"
"10/02/2025 11:46:00","918","27.6","30.5"
"10/02/2025 11:51:00","910","27.3","30.7"
"10/02/2025 11:56:01","926","26.9","31"
"10/02/2025 12:01:01","928","26.7","31.2"
"10/02/2025 12:04:46","905","26.5","31.3"
"10/02/2025 12:06:01","909","26.5","31.3"
"10/02/2025 12:11:00","917","26.3","31.5"
"10/02/2025 12:16:01","924","26.1","31.7"
"10/02/2025 12:21:00","908","25.8","31.9"
"10/02/2025 12:25:59","915","25.7","32"
"10/02/2025 12:30:59","916","25.6","32.1"
"10/02/2025 12:36:01","906","25.4","32.3"
"10/02/2025 12:40:59","909","25.3","32.3"
"10/02/2025 12:45:58","902","25.2","32.4"
"10/02/2025 12:50:58","906","25.2","32.5"
"10/02/2025 12:55:58","921","25.2","32.5"
"10/02/2025 13:00:59","905","25","32.7"
"10/02/2025 13:04:43","907","24.8","32.7"
"10/02/2025 13:05:59","924","24.9","32.7"
"10/02/2025 13:10:58","905","24.9","32.8"
"10/02/2025 13:15:59","906","24.8","32.9"
"10/02/2025 13:20:58","895","24.8","32.9"
"10/02/2025 13:25:57","898","24.8","32.8"
"10/02/2025 13:30:57","927","24.6","33.1"
"10/02/2025 13:35:58","910","24.8","33"
"10/02/2025 13:40:56","931","24.9","33"
"10/02/2025 13:45:56","908","24.6","33.2"
"10/02/2025 13:50:57","890","24.6","33.3"
"10/02/2025 13:55:56","909","24.6","33.3"
"10/02/2025 14:00:58","895","24.7","33.2"
"10/02/2025 14:05:57","910","24.7","33.2"
"10/02/2025 14:10:57","903","24.8","33.2"
"10/02/2025 14:15:57","918","24.8","33.2"
"10/02/2025 14:20:57","914","24.9","33.2"
"10/02/2025 14:25:57","912","24.8","33.2"
"10/02/2025 14:30:58","899","25","33"
"10/02/2025 14:35:58","921","25.1","33"
"10/02/2025 14:40:57","909","25.1","33"
"10/02/2025 14:45:58","925","25.1","33"
"10/02/2025 14:50:57","917","25","33"
"10/02/2025 14:55:57","900","25.2","32.9"
"10/02/2025 15:00:56","921","25.1","32.9"
"10/02/2025 15:05:56","900","25","33"
"10/02/2025 15:10:56","904","25.1","32.9"
"10/02/2025 15:15:57","920","25.1","32.9"
"10/02/2025 15:20:56","886","25.1","32.9"
"10/02/2025 15:25:56","886","25.1","32.9"
"10/02/2025 15:30:56","888","25.1","32.9"
"10/02/2025 15:35:55","921","25.1","32.9"
"10/02/2025 15:40:55","916","25.1","32.9"
"10/02/2025 15:45:56","920","25.1","32.9"
"10/02/2025 15:50:54","918","25.1","32.9"
"10/02/2025 15:55:54","892","25","33"
"10/02/2025 16:00:54","885","25.1","32.9"
"10/02/2025 16:05:53","905","25.2","32.8"
"10/02/2025 16:10:53","910","25.3","32.8"
"10/02/2025 16:15:53","915","25.3","32.8"
"10/02/2025 16:20:55","915","25.3","32.8"
"10/02/2025 16:25:54","892","25.3","32.8"
"10/02/2025 16:30:54","918","25.3","32.9"
"10/02/2025 16:35:53","900","25.3","32.8"
"10/02/2025 16:40:53","909","25.3","32.8"
"10/02/2025 16:45:52","919","25.4","32.7"
"10/02/2025 16:50:53","900","25.5","32.7"
"10/02/2025 16:55:52","918","25.5","32.7"
"10/02/2025 17:00:52","899","25.5","32.7"
"10/02/2025 17:05:51","920","25.6","32.6"
"10/02/2025 17:10:51","908","25.5","32.6"
"10/02/2025 17:15:51","916","25.5","32.5"
"10/02/2025 17:20:51","905","25.5","32.6"
"10/02/2025 17:25:50","908","25.6","32.5"
"10/02/2025 17:30:50","895","25.6","32.5"
"10/02/2025 17:35:51","910","25.6","32.4"
"10/02/2025 17:40:50","900","25.5","32.5"
"10/02/2025 17:45:49","910","25.4","32.5"
"10/02/2025 17:50:49","896","25.3","32.6"
"10/02/2025 17:55:50","882","25.3","32.6"
"10/02/2025 18:00:50","909","25.3","32.6"
"10/02/2025 18:05:49","890","25.3","32.5"
"10/02/2025 18:10:50","896","25.3","32.5"
"10/02/2025 18:15:49","903","25.5","32.3"
"10/02/2025 18:20:49","885","25.6","32.2"
"10/02/2025 18:25:49","909","25.6","32.2"
"10/02/2025 18:30:49","878","25.6","32.3"
"10/02/2025 18:35:48","884","25.5","32.3"
"10/02/2025 18:40:48","877","25.6","32.2"
"10/02/2025 18:45:48","887","25.6","32.2"
"10/02/2025 18:50:48","884","25.5","32.2"
"10/02/2025 18:55:48","879","25.5","32.1"
"10/02/2025 19:00:48","888","25.6","32.1"
"10/02/2025 19:05:48","899","25.5","32.1"
"10/02/2025 19:10:48","877","25.5","32.1"
"10/02/2025 19:15:48","875","25.4","32.1"
"10/02/2025 19:20:48","876","25.5","32.1"
"10/02/2025 19:25:48","872","25.5","32.1"
"10/02/2025 19:30:47","877","25.4","32.2"
"10/02/2025 19:35:47","879","25.5","32"
"10/02/2025 19:40:47","877","25.4","32.1"
"10/02/2025 19:45:47","891","25.4","32.1"
"10/02/2025 19:50:48","876","25.4","32.1"
"10/02/2025 19:55:47","872","25.4","32"
"10/02/2025 20:00:47","880","25.4","32.1"
"10/02/2025 20:05:46","887","25.4","32"
"10/02/2025 20:10:47","877","25.4","32.1"
"10/02/2025 20:15:46","889","25.4","32"
"10/02/2025 20:20:47","873","25.4","32"
"10/02/2025 20:25:47","881","25.4","32"
"10/02/2025 20:30:47","877","25.4","32"
"10/02/2025 20:35:46","877","25.4","32"
"10/02/2025 20:40:46","875","25.4","32"
"10/02/2025 20:45:46","885","25.4","32"
"10/02/2025 20:50:45","881","25.4","32"
"10/02/2025 20:55:46","885","25.4","32"
"10/02/2025 21:00:46","886","25.4","31.9"
"10/02/2025 21:05:46","887","25.4","32"
"10/02/2025 21:10:46","891","25.4","32"
"10/02/2025 21:15:46","877","25.4","31.9"
"10/02/2025 21:20:45","912","25.4","32"
"10/02/2025 21:25:45","908","25.3","32"
"10/02/2025 21:30:45","882","25.4","32"
"10/02/2025 21:35:45","884","25.4","31.9"
"10/02/2025 21:40:45","881","25.4","31.9"
"10/02/2025 21:45:45","895","25.4","31.9"
"10/02/2025 21:50:45","890","25.4","32"
"10/02/2025 21:55:44","896","25.3","32"
"10/02/2025 22:00:45","893","25.4","31.9"
"10/02/2025 22:05:45","890","25.3","32"
"10/02/2025 22:10:45","889","25.3","32"
"10/02/2025 22:15:22","888","25.2","32"
"10/02/2025 22:20:21","889","25.2","32"
"10/02/2025 22:25:21","885","25.3","32"
"10/02/2025 22:30:21","877","25.4","31.9"
"10/02/2025 22:35:21","887","25.4","31.9"
"10/02/2025 22:40:21","895","25.5","31.8"
"10/02/2025 22:45:21","889","25.5","31.9"
"10/02/2025 22:50:21","899","25.5","31.9"
"10/02/2025 22:55:21","893","25.4","31.9"
"10/02/2025 23:00:22","892","25.4","31.9"
"10/02/2025 23:05:22","881","25.4","31.9"
"10/02/2025 23:10:21","897","25.5","31.9"
"10/02/2025 23:15:21","893","25.4","31.9"
"10/02/2025 23:20:21","890","25.4","31.8"
"10/02/2025 23:25:21","898","25.5","31.8"
"10/02/2025 23:30:21","897","25.5","31.8"
"10/02/2025 23:35:20","897","25.5","31.8"
"10/02/2025 23:40:21","898","25.5","31.8"
"10/02/2025 23:45:21","908","25.4","31.9"
"10/02/2025 23:50:20","900","25.4","31.8"
"10/02/2025 23:55:21","897","25.5","31.8"
"11/02/2025 00:00:21","897","25.5","31.8"
"11/02/2025 00:05:21","894","25.5","31.8"
"11/02/2025 00:10:22","900","25.4","31.8"
"11/02/2025 00:15:21","909","25.5","31.8"
"11/02/2025 00:20:21","905","25.5","31.8"
"11/02/2025 00:25:21","899","25.4","31.8"
"11/02/2025 00:30:21","900","25.5","31.8"
"11/02/2025 00:35:22","906","25.5","31.8"
"11/02/2025 00:40:22","901","25.5","31.8"
"11/02/2025 00:45:21","905","25.4","31.8"
"11/02/2025 00:50:21","889","25.4","31.8"
"11/02/2025 00:55:21","908","25.3","31.9"
"11/02/2025 01:00:21","907","25.4","31.9"
"11/02/2025 01:05:21","910","25.4","31.9"
"11/02/2025 01:10:21","901","25.4","31.9"
"11/02/2025 01:15:21","911","25.4","31.8"
"11/02/2025 01:20:21","910","25.4","31.8"
"11/02/2025 01:25:21","915","25.4","31.8"
"11/02/2025 01:30:21","902","25.5","31.7"
"11/02/2025 01:35:20","902","25.5","31.8"
"11/02/2025 01:40:21","908","25.4","31.8"
"11/02/2025 01:45:21","905","25.5","31.8"
"11/02/2025 01:50:22","895","25.5","31.8"
"11/02/2025 01:55:23","900","25.5","31.8"
"11/02/2025 02:00:23","907","25.5","31.8"
"11/02/2025 02:05:23","902","25.5","31.8"
"11/02/2025 02:10:22","898","25.4","31.9"
"11/02/2025 02:15:22","907","25.4","31.9"
"11/02/2025 02:20:22","903","25.5","31.8"
"11/02/2025 02:25:22","909","25.5","31.8"
"11/02/2025 02:30:21","901","25.5","31.9"
"11/02/2025 02:35:21","913","25.5","31.9"
"11/02/2025 02:40:21","904","25.5","31.8"
"11/02/2025 02:45:20","899","25.4","31.8"
"11/02/2025 02:50:20","907","25.5","31.8"
"11/02/2025 02:55:20","908","25.6","31.8"
"11/02/2025 03:00:20","903","25.6","31.7"
"11/02/2025 03:05:20","908","25.6","31.7"
"11/02/2025 03:10:21","905","25.6","31.8"
"11/02/2025 03:15:21","896","25.6","31.8"
"11/02/2025 03:20:19","911","25.5","31.8"
"11/02/2025 03:25:19","908","25.6","31.8"
"11/02/2025 03:30:19","904","25.5","31.8"
"11/02/2025 03:35:20","904","25.5","31.8"
"11/02/2025 03:40:20","897","25.6","31.8"
"11/02/2025 03:45:19","899","25.7","31.7"
"11/02/2025 03:50:19","905","25.6","31.7"
"11/02/2025 03:55:19","893","25.6","31.8"
"11/02/2025 04:00:19","897","25.6","31.8"
"11/02/2025 04:05:19","890","25.6","31.7"
"11/02/2025 04:10:18","895","25.6","31.7"
"11/02/2025 04:15:19","902","25.7","31.7"
"11/02/2025 04:20:19","896","25.8","31.6"
"11/02/2025 04:25:19","906","25.8","31.6"
"11/02/2025 04:30:20","900","25.7","31.6"
"11/02/2025 04:35:20","898","25.8","31.5"
"11/02/2025 04:40:19","906","25.9","31.5"
"11/02/2025 04:45:20","905","25.8","31.6"
"11/02/2025 04:50:19","903","25.9","31.5"
"11/02/2025 04:55:19","898","25.9","31.5"
"11/02/2025 05:00:19","897","25.8","31.5"
"11/02/2025 05:05:19","906","25.8","31.6"
"11/02/2025 05:10:17","896","25.9","31.5"
"11/02/2025 05:15:17","899","25.9","31.5"
"11/02/2025 05:20:18","894","25.9","31.5"
"11/02/2025 05:25:18","905","26","31.4"
"11/02/2025 05:30:18","903","25.9","31.5"
"11/02/2025 05:35:19","893","26","31.5"
"11/02/2025 05:40:19","894","26","31.4"
"11/02/2025 05:45:18","903","26","31.4"
"11/02/2025 05:50:18","903","26.1","31.4"
"11/02/2025 05:55:18","892","26.1","31.4"
"11/02/2025 06:00:18","896","26.1","31.4"
"11/02/2025 06:05:17","907","26.2","31.3"
"11/02/2025 06:10:18","898","26.1","31.3"
"11/02/2025 06:15:18","899","26.1","31.3"
"11/02/2025 06:20:18","894","26.1","31.3"
"11/02/2025 06:25:18","898","26.1","31.4"
"11/02/2025 06:30:18","902","26.1","31.4"
"11/02/2025 06:35:18","896","26.1","31.4"
"11/02/2025 06:40:17","903","26.1","31.4"
"11/02/2025 06:45:18","889","26.1","31.4"
"11/02/2025 06:50:18","907","26.1","31.4"
"11/02/2025 06:55:17","909","26.1","31.4"
"11/02/2025 07:00:17","897","26.2","31.4"
"11/02/2025 07:05:17","893","26.1","31.4"
